"","rg","ctr_n","ctr","yr","mn","sub","unit_type","unit_name","unit_n","pty_n","pty","can","pev1","vot1","vv1","ivv1","to1","cv1","cvs1","pv1","pvs1","pev2","vot2","vv2","ivv2","to2","cv2","cvs2","pv2","pvs2"
"26","Latin America","Mexico",52,1994,8,"baja california sur","Municipality","la paz",9,"PRD",9,"Cuauhtémoc Cárdenas",-990,-990,-990,-990,-990,-990,0.0681127786636353,-990,0.0681127786636353,-990,-990,-990,-990,-990,-990,-990,-990,-990
"27","Latin America","Mexico",52,1994,8,"baja california sur","Municipality","la paz",9,"PRI",21,"Ernesto Zedillo",-990,-990,-990,-990,-990,-990,0.569600296020508,-990,0.569600296020508,-990,-990,-990,-990,-990,-990,-990,-990,-990
"28","Latin America","Mexico",52,1994,8,"baja california sur","Municipality","mulegé",10,"PAN",3,"Diego Fernández de Cevallos",-990,-990,-990,-990,-990,-990,0.362167472839355,-990,0.362167472839355,-990,-990,-990,-990,-990,-990,-990,-990,-990
"29","Latin America","Mexico",52,1994,8,"baja california sur","Municipality","mulegé",10,"PRD",9,"Cuauhtémoc Cárdenas",-990,-990,-990,-990,-990,-990,0.0626278972625732,-990,0.0626278972625732,-990,-990,-990,-990,-990,-990,-990,-990,-990
"30","Latin America","Mexico",52,1994,8,"baja california sur","Municipality","mulegé",10,"PRI",21,"Ernesto Zedillo",-990,-990,-990,-990,-990,-990,0.544231758117676,-990,0.544231758117676,-990,-990,-990,-990,-990,-990,-990,-990,-990
"31","Latin America","Mexico",52,1994,8,"campeche","Municipality","ciudad del carmen",11,"PAN",3,"Diego Fernández de Cevallos",-990,-990,-990,-990,-990,-990,0.14110050201416,-990,0.14110050201416,-990,-990,-990,-990,-990,-990,-990,-990,-990
"32","Latin America","Mexico",52,1994,8,"campeche","Municipality","ciudad del carmen",11,"PRD",9,"Cuauhtémoc Cárdenas",-990,-990,-990,-990,-990,-990,0.230738277435303,-990,0.230738277435303,-990,-990,-990,-990,-990,-990,-990,-990,-990
"33","Latin America","Mexico",52,1994,8,"campeche","Municipality","ciudad del carmen",11,"PRI",21,"Ernesto Zedillo",-990,-990,-990,-990,-990,-990,0.591046028137207,-990,0.591046028137207,-990,-990,-990,-990,-990,-990,-990,-990,-990
"34","Latin America","Mexico",52,1994,8,"campeche","Municipality","campeche",12,"PAN",3,"Diego Fernández de Cevallos",-990,-990,-990,-990,-990,-990,0.22795352935791,-990,0.22795352935791,-990,-990,-990,-990,-990,-990,-990,-990,-990
"35","Latin America","Mexico",52,1994,8,"campeche","Municipality","campeche",12,"PRD",9,"Cuauhtémoc Cárdenas",-990,-990,-990,-990,-990,-990,0.199769821166992,-990,0.199769821166992,-990,-990,-990,-990,-990,-990,-990,-990,-990
"36","Latin America","Mexico",52,1994,8,"campeche","Municipality","campeche",12,"PRI",21,"Ernesto Zedillo",-990,-990,-990,-990,-990,-990,0.521597290039063,-990,0.521597290039063,-990,-990,-990,-990,-990,-990,-990,-990,-990
"37","Latin America","Mexico",52,1994,8,"coahuila","Municipality","saltillo",13,"PAN",3,"Diego Fernández de Cevallos",-990,-990,-990,-990,-990,-990,0.318500823974609,-990,0.318500823974609,-990,-990,-990,-990,-990,-990,-990,-990,-990
"38","Latin America","Mexico",52,1994,8,"coahuila","Municipality","saltillo",13,"PRD",9,"Cuauhtémoc Cárdenas",-990,-990,-990,-990,-990,-990,0.0660520172119141,-990,0.0660520172119141,-990,-990,-990,-990,-990,-990,-990,-990,-990
"39","Latin America","Mexico",52,1994,8,"coahuila","Municipality","saltillo",13,"PRI",21,"Ernesto Zedillo",-990,-990,-990,-990,-990,-990,0.53807373046875,-990,0.53807373046875,-990,-990,-990,-990,-990,-990,-990,-990,-990
"40","Latin America","Mexico",52,1994,8,"coahuila","Municipality","torreón",14,"PAN",3,"Diego Fernández de Cevallos",-990,-990,-990,-990,-990,-990,0.384740676879883,-990,0.384740676879883,-990,-990,-990,-990,-990,-990,-990,-990,-990
"41","Latin America","Mexico",52,1994,8,"coahuila","Municipality","torreón",14,"PRD",9,"Cuauhtémoc Cárdenas",-990,-990,-990,-990,-990,-990,0.111326990127563,-990,0.111326990127563,-990,-990,-990,-990,-990,-990,-990,-990,-990
"42","Latin America","Mexico",52,1994,8,"coahuila","Municipality","torreón",14,"PRI",21,"Ernesto Zedillo",-990,-990,-990,-990,-990,-990,0.445680236816406,-990,0.445680236816406,-990,-990,-990,-990,-990,-990,-990,-990,-990
"43","Latin America","Mexico",52,1994,8,"coahuila","Municipality","monclova",15,"PAN",3,"Diego Fernández de Cevallos",-990,-990,-990,-990,-990,-990,0.417945213317871,-990,0.417945213317871,-990,-990,-990,-990,-990,-990,-990,-990,-990
"44","Latin America","Mexico",52,1994,8,"coahuila","Municipality","monclova",15,"PRD",9,"Cuauhtémoc Cárdenas",-990,-990,-990,-990,-990,-990,0.114796466827393,-990,0.114796466827393,-990,-990,-990,-990,-990,-990,-990,-990,-990
"45","Latin America","Mexico",52,1994,8,"coahuila","Municipality","monclova",15,"PRI",21,"Ernesto Zedillo",-990,-990,-990,-990,-990,-990,0.435528831481934,-990,0.435528831481934,-990,-990,-990,-990,-990,-990,-990,-990,-990
"46","Latin America","Mexico",52,1994,8,"coahuila","Municipality","piedras negras",16,"PAN",3,"Diego Fernández de Cevallos",-990,-990,-990,-990,-990,-990,0.314463977813721,-990,0.314463977813721,-990,-990,-990,-990,-990,-990,-990,-990,-990
"47","Latin America","Mexico",52,1994,8,"coahuila","Municipality","piedras negras",16,"PRD",9,"Cuauhtémoc Cárdenas",-990,-990,-990,-990,-990,-990,0.107572755813599,-990,0.107572755813599,-990,-990,-990,-990,-990,-990,-990,-990,-990
"48","Latin America","Mexico",52,1994,8,"coahuila","Municipality","piedras negras",16,"PRI",21,"Ernesto Zedillo",-990,-990,-990,-990,-990,-990,0.532302665710449,-990,0.532302665710449,-990,-990,-990,-990,-990,-990,-990,-990,-990
"49","Latin America","Mexico",52,1994,8,"coahuila","Municipality","frontera",17,"PAN",3,"Diego Fernández de Cevallos",-990,-990,-990,-990,-990,-990,0.247148284912109,-990,0.247148284912109,-990,-990,-990,-990,-990,-990,-990,-990,-990
"50","Latin America","Mexico",52,1994,8,"coahuila","Municipality","frontera",17,"PRD",9,"Cuauhtémoc Cárdenas",-990,-990,-990,-990,-990,-990,0.0993488788604736,-990,0.0993488788604736,-990,-990,-990,-990,-990,-990,-990,-990,-990
"51","Latin America","Mexico",52,1994,8,"coahuila","Municipality","frontera",17,"PRI",21,"Ernesto Zedillo",-990,-990,-990,-990,-990,-990,0.579774475097656,-990,0.579774475097656,-990,-990,-990,-990,-990,-990,-990,-990,-990
"52","Latin America","Mexico",52,1994,8,"coahuila","Municipality","torreón",18,"PAN",3,"Diego Fernández de Cevallos",-990,-990,-990,-990,-990,-990,0.271821842193604,-990,0.271821842193604,-990,-990,-990,-990,-990,-990,-990,-990,-990
"53","Latin America","Mexico",52,1994,8,"coahuila","Municipality","torreón",18,"PRD",9,"Cuauhtémoc Cárdenas",-990,-990,-990,-990,-990,-990,0.201450462341309,-990,0.201450462341309,-990,-990,-990,-990,-990,-990,-990,-990,-990
"54","Latin America","Mexico",52,1994,8,"coahuila","Municipality","torreón",18,"PRI",21,"Ernesto Zedillo",-990,-990,-990,-990,-990,-990,0.45567943572998,-990,0.45567943572998,-990,-990,-990,-990,-990,-990,-990,-990,-990
"55","Latin America","Mexico",52,1994,8,"coahuila","Municipality","san pedro c.",19,"PAN",3,"Diego Fernández de Cevallos",-990,-990,-990,-990,-990,-990,0.24146915435791,-990,0.24146915435791,-990,-990,-990,-990,-990,-990,-990,-990,-990
"56","Latin America","Mexico",52,1994,8,"coahuila","Municipality","san pedro c.",19,"PRD",9,"Cuauhtémoc Cárdenas",-990,-990,-990,-990,-990,-990,0.228796195983887,-990,0.228796195983887,-990,-990,-990,-990,-990,-990,-990,-990,-990
"57","Latin America","Mexico",52,1994,8,"coahuila","Municipality","san pedro c.",19,"PRI",21,"Ernesto Zedillo",-990,-990,-990,-990,-990,-990,0.47958667755127,-990,0.47958667755127,-990,-990,-990,-990,-990,-990,-990,-990,-990
"58","Latin America","Mexico",52,1994,8,"colima","Municipality","colima",20,"PAN",3,"Diego Fernández de Cevallos",-990,-990,-990,-990,-990,-990,0.34065299987793,-990,0.34065299987793,-990,-990,-990,-990,-990,-990,-990,-990,-990
"59","Latin America","Mexico",52,1994,8,"colima","Municipality","colima",20,"PRD",9,"Cuauhtémoc Cárdenas",-990,-990,-990,-990,-990,-990,0.101865844726563,-990,0.101865844726563,-990,-990,-990,-990,-990,-990,-990,-990,-990
"60","Latin America","Mexico",52,1994,8,"colima","Municipality","colima",20,"PRI",21,"Ernesto Zedillo",-990,-990,-990,-990,-990,-990,0.505201072692871,-990,0.505201072692871,-990,-990,-990,-990,-990,-990,-990,-990,-990
"61","Latin America","Mexico",52,1994,8,"colima","Municipality","manzanillo",21,"PAN",3,"Diego Fernández de Cevallos",-990,-990,-990,-990,-990,-990,0.265374755859375,-990,0.265374755859375,-990,-990,-990,-990,-990,-990,-990,-990,-990
"62","Latin America","Mexico",52,1994,8,"colima","Municipality","manzanillo",21,"PRD",9,"Cuauhtémoc Cárdenas",-990,-990,-990,-990,-990,-990,0.144419965744019,-990,0.144419965744019,-990,-990,-990,-990,-990,-990,-990,-990,-990
"63","Latin America","Mexico",52,1994,8,"colima","Municipality","manzanillo",21,"PRI",21,"Ernesto Zedillo",-990,-990,-990,-990,-990,-990,0.536368370056152,-990,0.536368370056152,-990,-990,-990,-990,-990,-990,-990,-990,-990
"64","Latin America","Mexico",52,1994,8,"chiapas","Municipality","tuxtla gutiérrez",22,"PAN",3,"Diego Fernández de Cevallos",-990,-990,-990,-990,-990,-990,0.290400104522705,-990,0.290400104522705,-990,-990,-990,-990,-990,-990,-990,-990,-990
"65","Latin America","Mexico",52,1994,8,"chiapas","Municipality","tuxtla gutiérrez",22,"PRD",9,"Cuauhtémoc Cárdenas",-990,-990,-990,-990,-990,-990,0.22633150100708,-990,0.22633150100708,-990,-990,-990,-990,-990,-990,-990,-990,-990
"66","Latin America","Mexico",52,1994,8,"chiapas","Municipality","tuxtla gutiérrez",22,"PRI",21,"Ernesto Zedillo",-990,-990,-990,-990,-990,-990,0.415920867919922,-990,0.415920867919922,-990,-990,-990,-990,-990,-990,-990,-990,-990
"67","Latin America","Mexico",52,1994,8,"chiapas","Municipality","san cristóbal",23,"PAN",3,"Diego Fernández de Cevallos",-990,-990,-990,-990,-990,-990,0.0667701578140259,-990,0.0667701578140259,-990,-990,-990,-990,-990,-990,-990,-990,-990
"68","Latin America","Mexico",52,1994,8,"chiapas","Municipality","san cristóbal",23,"PRD",9,"Cuauhtémoc Cárdenas",-990,-990,-990,-990,-990,-990,0.336067123413086,-990,0.336067123413086,-990,-990,-990,-990,-990,-990,-990,-990,-990
"69","Latin America","Mexico",52,1994,8,"chiapas","Municipality","san cristóbal",23,"PRI",21,"Ernesto Zedillo",-990,-990,-990,-990,-990,-990,0.538042144775391,-990,0.538042144775391,-990,-990,-990,-990,-990,-990,-990,-990,-990
"70","Latin America","Mexico",52,1994,8,"chiapas","Municipality","comitán",24,"PAN",3,"Diego Fernández de Cevallos",-990,-990,-990,-990,-990,-990,0.072688307762146,-990,0.072688307762146,-990,-990,-990,-990,-990,-990,-990,-990,-990
"71","Latin America","Mexico",52,1994,8,"chiapas","Municipality","comitán",24,"PRD",9,"Cuauhtémoc Cárdenas",-990,-990,-990,-990,-990,-990,0.320797500610352,-990,0.320797500610352,-990,-990,-990,-990,-990,-990,-990,-990,-990
"72","Latin America","Mexico",52,1994,8,"chiapas","Municipality","comitán",24,"PRI",21,"Ernesto Zedillo",-990,-990,-990,-990,-990,-990,0.563011283874512,-990,0.563011283874512,-990,-990,-990,-990,-990,-990,-990,-990,-990
"73","Latin America","Mexico",52,1994,8,"chiapas","Municipality","pichucalco",25,"PAN",3,"Diego Fernández de Cevallos",-990,-990,-990,-990,-990,-990,0.168253002166748,-990,0.168253002166748,-990,-990,-990,-990,-990,-990,-990,-990,-990
"74","Latin America","Mexico",52,1994,8,"chiapas","Municipality","pichucalco",25,"PRD",9,"Cuauhtémoc Cárdenas",-990,-990,-990,-990,-990,-990,0.236397819519043,-990,0.236397819519043,-990,-990,-990,-990,-990,-990,-990,-990,-990
"75","Latin America","Mexico",52,1994,8,"chiapas","Municipality","pichucalco",25,"PRI",21,"Ernesto Zedillo",-990,-990,-990,-990,-990,-990,0.541224555969238,-990,0.541224555969238,-990,-990,-990,-990,-990,-990,-990,-990,-990
"76","Latin America","Mexico",52,1994,8,"chiapas","Municipality","tapachula",26,"PAN",3,"Diego Fernández de Cevallos",-990,-990,-990,-990,-990,-990,0.090299072265625,-990,0.090299072265625,-990,-990,-990,-990,-990,-990,-990,-990,-990
"77","Latin America","Mexico",52,1994,8,"chiapas","Municipality","tapachula",26,"PRD",9,"Cuauhtémoc Cárdenas",-990,-990,-990,-990,-990,-990,0.492709274291992,-990,0.492709274291992,-990,-990,-990,-990,-990,-990,-990,-990,-990
"78","Latin America","Mexico",52,1994,8,"chiapas","Municipality","tapachula",26,"PRI",21,"Ernesto Zedillo",-990,-990,-990,-990,-990,-990,0.3681787109375,-990,0.3681787109375,-990,-990,-990,-990,-990,-990,-990,-990,-990
"79","Latin America","Mexico",52,1994,8,"chiapas","Municipality","palenque",27,"PAN",3,"Diego Fernández de Cevallos",-990,-990,-990,-990,-990,-990,0.0325002551078796,-990,0.0325002551078796,-990,-990,-990,-990,-990,-990,-990,-990,-990
"80","Latin America","Mexico",52,1994,8,"chiapas","Municipality","palenque",27,"PRD",9,"Cuauhtémoc Cárdenas",-990,-990,-990,-990,-990,-990,0.372695693969727,-990,0.372695693969727,-990,-990,-990,-990,-990,-990,-990,-990,-990
"81","Latin America","Mexico",52,1994,8,"chiapas","Municipality","palenque",27,"PRI",21,"Ernesto Zedillo",-990,-990,-990,-990,-990,-990,0.526105461120606,-990,0.526105461120606,-990,-990,-990,-990,-990,-990,-990,-990,-990
"82","Latin America","Mexico",52,1994,8,"chiapas","Municipality","huixtla",28,"PAN",3,"Diego Fernández de Cevallos",-990,-990,-990,-990,-990,-990,0.0713390064239502,-990,0.0713390064239502,-990,-990,-990,-990,-990,-990,-990,-990,-990
"83","Latin America","Mexico",52,1994,8,"chiapas","Municipality","huixtla",28,"PRD",9,"Cuauhtémoc Cárdenas",-990,-990,-990,-990,-990,-990,0.367801170349121,-990,0.367801170349121,-990,-990,-990,-990,-990,-990,-990,-990,-990
"84","Latin America","Mexico",52,1994,8,"chiapas","Municipality","huixtla",28,"PRI",21,"Ernesto Zedillo",-990,-990,-990,-990,-990,-990,0.516569633483887,-990,0.516569633483887,-990,-990,-990,-990,-990,-990,-990,-990,-990
"85","Latin America","Mexico",52,1994,8,"chiapas","Municipality","tonalá",29,"PAN",3,"Diego Fernández de Cevallos",-990,-990,-990,-990,-990,-990,0.197747116088867,-990,0.197747116088867,-990,-990,-990,-990,-990,-990,-990,-990,-990
"86","Latin America","Mexico",52,1994,8,"chiapas","Municipality","tonalá",29,"PRD",9,"Cuauhtémoc Cárdenas",-990,-990,-990,-990,-990,-990,0.29276252746582,-990,0.29276252746582,-990,-990,-990,-990,-990,-990,-990,-990,-990
"87","Latin America","Mexico",52,1994,8,"chiapas","Municipality","tonalá",29,"PRI",21,"Ernesto Zedillo",-990,-990,-990,-990,-990,-990,0.452477035522461,-990,0.452477035522461,-990,-990,-990,-990,-990,-990,-990,-990,-990
"88","Latin America","Mexico",52,1994,8,"chiapas","Municipality","ococingo",30,"PAN",3,"Diego Fernández de Cevallos",-990,-990,-990,-990,-990,-990,0.0244817686080933,-990,0.0244817686080933,-990,-990,-990,-990,-990,-990,-990,-990,-990
"89","Latin America","Mexico",52,1994,8,"chiapas","Municipality","ococingo",30,"PRD",9,"Cuauhtémoc Cárdenas",-990,-990,-990,-990,-990,-990,0.439040298461914,-990,0.439040298461914,-990,-990,-990,-990,-990,-990,-990,-990,-990
"90","Latin America","Mexico",52,1994,8,"chiapas","Municipality","ococingo",30,"PRI",21,"Ernesto Zedillo",-990,-990,-990,-990,-990,-990,0.465615844726562,-990,0.465615844726562,-990,-990,-990,-990,-990,-990,-990,-990,-990
"91","Latin America","Mexico",52,1994,8,"chihuahua","Municipality","chihuhua",31,"PAN",3,"Diego Fernández de Cevallos",-990,-990,-990,-990,-990,-990,0.286906223297119,-990,0.286906223297119,-990,-990,-990,-990,-990,-990,-990,-990,-990
"92","Latin America","Mexico",52,1994,8,"chihuahua","Municipality","chihuhua",31,"PRD",9,"Cuauhtémoc Cárdenas",-990,-990,-990,-990,-990,-990,0.0432596731185913,-990,0.0432596731185913,-990,-990,-990,-990,-990,-990,-990,-990,-990
"93","Latin America","Mexico",52,1994,8,"chihuahua","Municipality","chihuhua",31,"PRI",21,"Ernesto Zedillo",-990,-990,-990,-990,-990,-990,0.612820129394531,-990,0.612820129394531,-990,-990,-990,-990,-990,-990,-990,-990,-990
"94","Latin America","Mexico",52,1994,8,"chihuahua","Municipality","hidalgo parral",32,"PAN",3,"Diego Fernández de Cevallos",-990,-990,-990,-990,-990,-990,0.23350793838501,-990,0.23350793838501,-990,-990,-990,-990,-990,-990,-990,-990,-990
"95","Latin America","Mexico",52,1994,8,"chihuahua","Municipality","hidalgo parral",32,"PRD",9,"Cuauhtémoc Cárdenas",-990,-990,-990,-990,-990,-990,0.038886661529541,-990,0.038886661529541,-990,-990,-990,-990,-990,-990,-990,-990,-990
"96","Latin America","Mexico",52,1994,8,"chihuahua","Municipality","hidalgo parral",32,"PRI",21,"Ernesto Zedillo",-990,-990,-990,-990,-990,-990,0.681487808227539,-990,0.681487808227539,-990,-990,-990,-990,-990,-990,-990,-990,-990
"97","Latin America","Mexico",52,1994,8,"chihuahua","Municipality","ciudad juárez",33,"PAN",3,"Diego Fernández de Cevallos",-990,-990,-990,-990,-990,-990,0.327725868225098,-990,0.327725868225098,-990,-990,-990,-990,-990,-990,-990,-990,-990
"98","Latin America","Mexico",52,1994,8,"chihuahua","Municipality","ciudad juárez",33,"PRD",9,"Cuauhtémoc Cárdenas",-990,-990,-990,-990,-990,-990,0.0740254259109497,-990,0.0740254259109497,-990,-990,-990,-990,-990,-990,-990,-990,-990
"99","Latin America","Mexico",52,1994,8,"chihuahua","Municipality","ciudad juárez",33,"PRI",21,"Ernesto Zedillo",-990,-990,-990,-990,-990,-990,0.562835731506348,-990,0.562835731506348,-990,-990,-990,-990,-990,-990,-990,-990,-990
"100","Latin America","Mexico",52,1994,8,"chihuahua","Municipality","ciudad juárez",34,"PAN",3,"Diego Fernández de Cevallos",-990,-990,-990,-990,-990,-990,0.342616577148438,-990,0.342616577148438,-990,-990,-990,-990,-990,-990,-990,-990,-990
"101","Latin America","Mexico",52,1994,8,"chihuahua","Municipality","ciudad juárez",34,"PRD",9,"Cuauhtémoc Cárdenas",-990,-990,-990,-990,-990,-990,0.0831799221038818,-990,0.0831799221038818,-990,-990,-990,-990,-990,-990,-990,-990,-990
"102","Latin America","Mexico",52,1994,8,"chihuahua","Municipality","ciudad juárez",34,"PRI",21,"Ernesto Zedillo",-990,-990,-990,-990,-990,-990,0.510812225341797,-990,0.510812225341797,-990,-990,-990,-990,-990,-990,-990,-990,-990
"103","Latin America","Mexico",52,1994,8,"chihuahua","Municipality","ciudad guerrero",35,"PAN",3,"Diego Fernández de Cevallos",-990,-990,-990,-990,-990,-990,0.140896196365356,-990,0.140896196365356,-990,-990,-990,-990,-990,-990,-990,-990,-990
"104","Latin America","Mexico",52,1994,8,"chihuahua","Municipality","ciudad guerrero",35,"PRD",9,"Cuauhtémoc Cárdenas",-990,-990,-990,-990,-990,-990,0.0983303642272949,-990,0.0983303642272949,-990,-990,-990,-990,-990,-990,-990,-990,-990
"105","Latin America","Mexico",52,1994,8,"chihuahua","Municipality","ciudad guerrero",35,"PRI",21,"Ernesto Zedillo",-990,-990,-990,-990,-990,-990,0.728486099243164,-990,0.728486099243164,-990,-990,-990,-990,-990,-990,-990,-990,-990
"106","Latin America","Mexico",52,1994,8,"chihuahua","Municipality","ciudad camargo",36,"PAN",3,"Diego Fernández de Cevallos",-990,-990,-990,-990,-990,-990,0.292224788665772,-990,0.292224788665772,-990,-990,-990,-990,-990,-990,-990,-990,-990
"107","Latin America","Mexico",52,1994,8,"chihuahua","Municipality","ciudad camargo",36,"PRD",9,"Cuauhtémoc Cárdenas",-990,-990,-990,-990,-990,-990,0.0434177923202515,-990,0.0434177923202515,-990,-990,-990,-990,-990,-990,-990,-990,-990
"108","Latin America","Mexico",52,1994,8,"chihuahua","Municipality","ciudad camargo",36,"PRI",21,"Ernesto Zedillo",-990,-990,-990,-990,-990,-990,0.623408241271973,-990,0.623408241271973,-990,-990,-990,-990,-990,-990,-990,-990,-990
"109","Latin America","Mexico",52,1994,8,"chihuahua","Municipality","chihuhua",37,"PAN",3,"Diego Fernández de Cevallos",-990,-990,-990,-990,-990,-990,0.288958759307861,-990,0.288958759307861,-990,-990,-990,-990,-990,-990,-990,-990,-990
"110","Latin America","Mexico",52,1994,8,"chihuahua","Municipality","chihuhua",37,"PRD",9,"Cuauhtémoc Cárdenas",-990,-990,-990,-990,-990,-990,0.0534443950653076,-990,0.0534443950653076,-990,-990,-990,-990,-990,-990,-990,-990,-990
