"","id","rg","ctr_n","ctr","yr","mn","sub","unit_name","unit_type","unit_n","pty_n","pty","can","pev1","vot1","vv1","ivv1","to1","cv1","pv1","pvs1","pev2","vot2","vv2","ivv2","to2","cv2","cvs2","pv2","pvs2","unmarked"
"11",3,"Latin America","Colombia",57,2010,6,"amazonas","la pedrera","municipality",91407,"-990",4999,"blank",-990,-990,-990,-990,-990,-990,-990,-990,-990,235,235,0,-990,2,0.00851063829787234,2,0.00851063829787234,3
"12",3,"Latin America","Colombia",57,2010,6,"amazonas","la pedrera","municipality",91407,"social party of national unity",102,"juan manuel santos calderón",-990,-990,-990,-990,-990,-990,-990,-990,-990,235,235,0,-990,75,0.319148936170213,75,0.319148936170213,3
"13",3,"Latin America","Colombia",57,2010,6,"amazonas","la victoria","municipality",91430,"green alliance",158,"antanas mockus",-990,-990,-990,-990,-990,-990,-990,-990,-990,5918,5918,0,-990,4,0.000675904021628929,4,0.000675904021628929,0
"14",3,"Latin America","Colombia",57,2010,6,"amazonas","la victoria","municipality",91430,"-990",4999,"blank",-990,-990,-990,-990,-990,-990,-990,-990,-990,5918,5918,0,-990,0,0,0,0,0
"15",3,"Latin America","Colombia",57,2010,6,"amazonas","la victoria","municipality",91430,"social party of national unity",102,"juan manuel santos calderón",-990,-990,-990,-990,-990,-990,-990,-990,-990,5918,5918,0,-990,2,0.000337952010814464,2,0.000337952010814464,0
"16",3,"Latin America","Colombia",57,2010,6,"amazonas","miriti parana","municipality",91460,"green alliance",158,"antanas mockus",-990,-990,-990,-990,-990,-990,-990,-990,-990,22,21,1,-990,10,0.476190476190476,10,0.476190476190476,0
"17",3,"Latin America","Colombia",57,2010,6,"amazonas","miriti parana","municipality",91460,"-990",4999,"blank",-990,-990,-990,-990,-990,-990,-990,-990,-990,22,21,1,-990,3,0.142857142857143,3,0.142857142857143,0
"18",3,"Latin America","Colombia",57,2010,6,"amazonas","miriti parana","municipality",91460,"social party of national unity",102,"juan manuel santos calderón",-990,-990,-990,-990,-990,-990,-990,-990,-990,22,21,1,-990,8,0.380952380952381,8,0.380952380952381,0
"19",3,"Latin America","Colombia",57,2010,6,"amazonas","puerto alegria","municipality",91530,"green alliance",158,"antanas mockus",-990,-990,-990,-990,-990,-990,-990,-990,-990,51,51,0,-990,35,0.686274509803922,35,0.686274509803922,1
"20",3,"Latin America","Colombia",57,2010,6,"amazonas","puerto alegria","municipality",91530,"-990",4999,"blank",-990,-990,-990,-990,-990,-990,-990,-990,-990,51,51,0,-990,0,0,0,0,1
"21",3,"Latin America","Colombia",57,2010,6,"amazonas","puerto alegria","municipality",91530,"social party of national unity",102,"juan manuel santos calderón",-990,-990,-990,-990,-990,-990,-990,-990,-990,51,51,0,-990,15,0.294117647058824,15,0.294117647058824,1
"22",3,"Latin America","Colombia",57,2010,6,"amazonas","puerto arica","municipality",91536,"green alliance",158,"antanas mockus",-990,-990,-990,-990,-990,-990,-990,-990,-990,95,93,2,-990,57,0.612903225806452,57,0.612903225806452,0
"23",3,"Latin America","Colombia",57,2010,6,"amazonas","puerto arica","municipality",91536,"-990",4999,"blank",-990,-990,-990,-990,-990,-990,-990,-990,-990,95,93,2,-990,0,0,0,0,0
"24",3,"Latin America","Colombia",57,2010,6,"amazonas","puerto arica","municipality",91536,"social party of national unity",102,"juan manuel santos calderón",-990,-990,-990,-990,-990,-990,-990,-990,-990,95,93,2,-990,36,0.387096774193548,36,0.387096774193548,0
"25",3,"Latin America","Colombia",57,2010,6,"amazonas","puerto narino","municipality",91540,"green alliance",158,"antanas mockus",-990,-990,-990,-990,-990,-990,-990,-990,-990,1687,1677,10,-990,1026,0.611806797853309,1026,0.611806797853309,22
"26",3,"Latin America","Colombia",57,2010,6,"amazonas","puerto narino","municipality",91540,"-990",4999,"blank",-990,-990,-990,-990,-990,-990,-990,-990,-990,1687,1677,10,-990,14,0.00834824090638044,14,0.00834824090638044,22
"27",3,"Latin America","Colombia",57,2010,6,"amazonas","puerto narino","municipality",91540,"social party of national unity",102,"juan manuel santos calderón",-990,-990,-990,-990,-990,-990,-990,-990,-990,1687,1677,10,-990,615,0.366726296958855,615,0.366726296958855,22
"28",3,"Latin America","Colombia",57,2010,6,"amazonas","puerto santander","municipality",91669,"green alliance",158,"antanas mockus",-990,-990,-990,-990,-990,-990,-990,-990,-990,2753,2750,3,-990,76,0.0276363636363636,76,0.0276363636363636,1
"29",3,"Latin America","Colombia",57,2010,6,"amazonas","puerto santander","municipality",91669,"-990",4999,"blank",-990,-990,-990,-990,-990,-990,-990,-990,-990,2753,2750,3,-990,3,0.00109090909090909,3,0.00109090909090909,1
"30",3,"Latin America","Colombia",57,2010,6,"amazonas","puerto santander","municipality",91669,"social party of national unity",102,"juan manuel santos calderón",-990,-990,-990,-990,-990,-990,-990,-990,-990,2753,2750,3,-990,87,0.0316363636363636,87,0.0316363636363636,1
"31",3,"Latin America","Colombia",57,2010,6,"amazonas","tarapaca","municipality",91798,"green alliance",158,"antanas mockus",-990,-990,-990,-990,-990,-990,-990,-990,-990,301,296,5,-990,126,0.425675675675676,126,0.425675675675676,5
"32",3,"Latin America","Colombia",57,2010,6,"amazonas","tarapaca","municipality",91798,"-990",4999,"blank",-990,-990,-990,-990,-990,-990,-990,-990,-990,301,296,5,-990,6,0.0202702702702703,6,0.0202702702702703,5
"33",3,"Latin America","Colombia",57,2010,6,"amazonas","tarapaca","municipality",91798,"social party of national unity",102,"juan manuel santos calderón",-990,-990,-990,-990,-990,-990,-990,-990,-990,301,296,5,-990,159,0.537162162162162,159,0.537162162162162,5
"34",3,"Latin America","Colombia",57,2010,6,"antioquia","medellin","municipality",5001,"green alliance",158,"antanas mockus",-990,-990,-990,-990,-990,-990,-990,-990,-990,662738,661422,1316,-990,177319,0.268087544714267,177319,0.268087544714267,11428
"35",3,"Latin America","Colombia",57,2010,6,"antioquia","medellin","municipality",5001,"-990",4999,"blank",-990,-990,-990,-990,-990,-990,-990,-990,-990,662738,661422,1316,-990,31147,0.047090964618655,31147,0.047090964618655,11428
"36",3,"Latin America","Colombia",57,2010,6,"antioquia","medellin","municipality",5001,"social party of national unity",102,"juan manuel santos calderón",-990,-990,-990,-990,-990,-990,-990,-990,-990,662738,661422,1316,-990,441528,0.667543565227646,441528,0.667543565227646,11428
"37",3,"Latin America","Colombia",57,2010,6,"antioquia","abejorral","municipality",5002,"green alliance",158,"antanas mockus",-990,-990,-990,-990,-990,-990,-990,-990,-990,6366,6336,30,-990,313,0.0494002525252525,313,0.0494002525252525,47
"38",3,"Latin America","Colombia",57,2010,6,"antioquia","abejorral","municipality",5002,"-990",4999,"blank",-990,-990,-990,-990,-990,-990,-990,-990,-990,6366,6336,30,-990,100,0.0157828282828283,100,0.0157828282828283,47
"39",3,"Latin America","Colombia",57,2010,6,"antioquia","abejorral","municipality",5002,"social party of national unity",102,"juan manuel santos calderón",-990,-990,-990,-990,-990,-990,-990,-990,-990,6366,6336,30,-990,5876,0.92739898989899,5876,0.92739898989899,47
"40",3,"Latin America","Colombia",57,2010,6,"antioquia","abriaqui","municipality",5004,"green alliance",158,"antanas mockus",-990,-990,-990,-990,-990,-990,-990,-990,-990,838,830,8,-990,71,0.0855421686746988,71,0.0855421686746988,13
"41",3,"Latin America","Colombia",57,2010,6,"antioquia","abriaqui","municipality",5004,"-990",4999,"blank",-990,-990,-990,-990,-990,-990,-990,-990,-990,838,830,8,-990,19,0.0228915662650602,19,0.0228915662650602,13
"42",3,"Latin America","Colombia",57,2010,6,"antioquia","abriaqui","municipality",5004,"social party of national unity",102,"juan manuel santos calderón",-990,-990,-990,-990,-990,-990,-990,-990,-990,838,830,8,-990,727,0.875903614457831,727,0.875903614457831,13
"43",3,"Latin America","Colombia",57,2010,6,"antioquia","alejandria","municipality",5021,"green alliance",158,"antanas mockus",-990,-990,-990,-990,-990,-990,-990,-990,-990,1806,1801,5,-990,169,0.0938367573570239,169,0.0938367573570239,19
"44",3,"Latin America","Colombia",57,2010,6,"antioquia","alejandria","municipality",5021,"-990",4999,"blank",-990,-990,-990,-990,-990,-990,-990,-990,-990,1806,1801,5,-990,43,0.0238756246529706,43,0.0238756246529706,19
"45",3,"Latin America","Colombia",57,2010,6,"antioquia","alejandria","municipality",5021,"social party of national unity",102,"juan manuel santos calderón",-990,-990,-990,-990,-990,-990,-990,-990,-990,1806,1801,5,-990,1570,0.871737923375902,1570,0.871737923375902,19
"46",3,"Latin America","Colombia",57,2010,6,"antioquia","amaga","municipality",5030,"green alliance",158,"antanas mockus",-990,-990,-990,-990,-990,-990,-990,-990,-990,7837,7792,45,-990,1543,0.198023613963039,1543,0.198023613963039,141
"47",3,"Latin America","Colombia",57,2010,6,"antioquia","amaga","municipality",5030,"-990",4999,"blank",-990,-990,-990,-990,-990,-990,-990,-990,-990,7837,7792,45,-990,280,0.0359342915811088,280,0.0359342915811088,141
"48",3,"Latin America","Colombia",57,2010,6,"antioquia","amaga","municipality",5030,"social party of national unity",102,"juan manuel santos calderón",-990,-990,-990,-990,-990,-990,-990,-990,-990,7837,7792,45,-990,5828,0.747946611909651,5828,0.747946611909651,141
"49",3,"Latin America","Colombia",57,2010,6,"antioquia","amalfi","municipality",5031,"green alliance",158,"antanas mockus",-990,-990,-990,-990,-990,-990,-990,-990,-990,3793,3773,20,-990,571,0.151338457460906,571,0.151338457460906,77
"50",3,"Latin America","Colombia",57,2010,6,"antioquia","amalfi","municipality",5031,"-990",4999,"blank",-990,-990,-990,-990,-990,-990,-990,-990,-990,3793,3773,20,-990,166,0.0439968195070236,166,0.0439968195070236,77
"51",3,"Latin America","Colombia",57,2010,6,"antioquia","amalfi","municipality",5031,"social party of national unity",102,"juan manuel santos calderón",-990,-990,-990,-990,-990,-990,-990,-990,-990,3793,3773,20,-990,2959,0.784256559766764,2959,0.784256559766764,77
"52",3,"Latin America","Colombia",57,2010,6,"antioquia","andes","municipality",5034,"green alliance",158,"antanas mockus",-990,-990,-990,-990,-990,-990,-990,-990,-990,13938,13891,47,-990,1454,0.104672089842344,1454,0.104672089842344,111
"53",3,"Latin America","Colombia",57,2010,6,"antioquia","andes","municipality",5034,"-990",4999,"blank",-990,-990,-990,-990,-990,-990,-990,-990,-990,13938,13891,47,-990,275,0.0197969908573897,275,0.0197969908573897,111
"54",3,"Latin America","Colombia",57,2010,6,"antioquia","andes","municipality",5034,"social party of national unity",102,"juan manuel santos calderón",-990,-990,-990,-990,-990,-990,-990,-990,-990,13938,13891,47,-990,12051,0.867540133899647,12051,0.867540133899647,111
"55",3,"Latin America","Colombia",57,2010,6,"antioquia","angelopolis","municipality",5036,"green alliance",158,"antanas mockus",-990,-990,-990,-990,-990,-990,-990,-990,-990,1908,1893,15,-990,291,0.153724247226624,291,0.153724247226624,40
"56",3,"Latin America","Colombia",57,2010,6,"antioquia","angelopolis","municipality",5036,"-990",4999,"blank",-990,-990,-990,-990,-990,-990,-990,-990,-990,1908,1893,15,-990,70,0.0369783412572636,70,0.0369783412572636,40
"57",3,"Latin America","Colombia",57,2010,6,"antioquia","angelopolis","municipality",5036,"social party of national unity",102,"juan manuel santos calderón",-990,-990,-990,-990,-990,-990,-990,-990,-990,1908,1893,15,-990,1492,0.788166930797676,1492,0.788166930797676,40
"58",3,"Latin America","Colombia",57,2010,6,"antioquia","angostura","municipality",5038,"green alliance",158,"antanas mockus",-990,-990,-990,-990,-990,-990,-990,-990,-990,2606,2570,36,-990,293,0.114007782101167,293,0.114007782101167,64
"59",3,"Latin America","Colombia",57,2010,6,"antioquia","angostura","municipality",5038,"-990",4999,"blank",-990,-990,-990,-990,-990,-990,-990,-990,-990,2606,2570,36,-990,120,0.0466926070038911,120,0.0466926070038911,64
"60",3,"Latin America","Colombia",57,2010,6,"antioquia","angostura","municipality",5038,"social party of national unity",102,"juan manuel santos calderón",-990,-990,-990,-990,-990,-990,-990,-990,-990,2606,2570,36,-990,2093,0.814396887159533,2093,0.814396887159533,64
"61",3,"Latin America","Colombia",57,2010,6,"antioquia","anori","municipality",5040,"green alliance",158,"antanas mockus",-990,-990,-990,-990,-990,-990,-990,-990,-990,1257,1246,11,-990,334,0.268057784911718,334,0.268057784911718,16
"62",3,"Latin America","Colombia",57,2010,6,"antioquia","anori","municipality",5040,"-990",4999,"blank",-990,-990,-990,-990,-990,-990,-990,-990,-990,1257,1246,11,-990,67,0.0537720706260032,67,0.0537720706260032,16
"63",3,"Latin America","Colombia",57,2010,6,"antioquia","anori","municipality",5040,"social party of national unity",102,"juan manuel santos calderón",-990,-990,-990,-990,-990,-990,-990,-990,-990,1257,1246,11,-990,829,0.665329052969502,829,0.665329052969502,16
"64",3,"Latin America","Colombia",57,2010,6,"antioquia","antioquia","municipality",5042,"green alliance",158,"antanas mockus",-990,-990,-990,-990,-990,-990,-990,-990,-990,7167,7117,50,-990,1350,0.189686665729942,1350,0.189686665729942,134
"65",3,"Latin America","Colombia",57,2010,6,"antioquia","antioquia","municipality",5042,"-990",4999,"blank",-990,-990,-990,-990,-990,-990,-990,-990,-990,7167,7117,50,-990,313,0.0439792047210903,313,0.0439792047210903,134
"66",3,"Latin America","Colombia",57,2010,6,"antioquia","antioquia","municipality",5042,"social party of national unity",102,"juan manuel santos calderón",-990,-990,-990,-990,-990,-990,-990,-990,-990,7167,7117,50,-990,5320,0.747505971617255,5320,0.747505971617255,134
"67",3,"Latin America","Colombia",57,2010,6,"antioquia","anza","municipality",5044,"green alliance",158,"antanas mockus",-990,-990,-990,-990,-990,-990,-990,-990,-990,1665,1654,11,-990,115,0.0695284159613059,115,0.0695284159613059,20
"68",3,"Latin America","Colombia",57,2010,6,"antioquia","anza","municipality",5044,"-990",4999,"blank",-990,-990,-990,-990,-990,-990,-990,-990,-990,1665,1654,11,-990,45,0.0272067714631197,45,0.0272067714631197,20
"69",3,"Latin America","Colombia",57,2010,6,"antioquia","anza","municipality",5044,"social party of national unity",102,"juan manuel santos calderón",-990,-990,-990,-990,-990,-990,-990,-990,-990,1665,1654,11,-990,1474,0.891172914147521,1474,0.891172914147521,20
"70",3,"Latin America","Colombia",57,2010,6,"antioquia","apartado","municipality",5045,"green alliance",158,"antanas mockus",-990,-990,-990,-990,-990,-990,-990,-990,-990,29461,29333,128,-990,6182,0.210752394913579,6182,0.210752394913579,229
"71",3,"Latin America","Colombia",57,2010,6,"antioquia","apartado","municipality",5045,"-990",4999,"blank",-990,-990,-990,-990,-990,-990,-990,-990,-990,29461,29333,128,-990,1311,0.0446936897010193,1311,0.0446936897010193,229
"72",3,"Latin America","Colombia",57,2010,6,"antioquia","apartado","municipality",5045,"social party of national unity",102,"juan manuel santos calderón",-990,-990,-990,-990,-990,-990,-990,-990,-990,29461,29333,128,-990,21611,0.736747008488733,21611,0.736747008488733,229
"73",3,"Latin America","Colombia",57,2010,6,"antioquia","arboletes","municipality",5051,"green alliance",158,"antanas mockus",-990,-990,-990,-990,-990,-990,-990,-990,-990,7179,7111,68,-990,1313,0.184643510054845,1313,0.184643510054845,50
"74",3,"Latin America","Colombia",57,2010,6,"antioquia","arboletes","municipality",5051,"-990",4999,"blank",-990,-990,-990,-990,-990,-990,-990,-990,-990,7179,7111,68,-990,118,0.016594009281395,118,0.016594009281395,50
"75",3,"Latin America","Colombia",57,2010,6,"antioquia","arboletes","municipality",5051,"social party of national unity",102,"juan manuel santos calderón",-990,-990,-990,-990,-990,-990,-990,-990,-990,7179,7111,68,-990,5630,0.791731120798763,5630,0.791731120798763,50
"76",3,"Latin America","Colombia",57,2010,6,"antioquia","argelia","municipality",5055,"green alliance",158,"antanas mockus",-990,-990,-990,-990,-990,-990,-990,-990,-990,6505,6489,16,-990,76,0.0117121282169826,76,0.0117121282169826,16
"77",3,"Latin America","Colombia",57,2010,6,"antioquia","argelia","municipality",5055,"-990",4999,"blank",-990,-990,-990,-990,-990,-990,-990,-990,-990,6505,6489,16,-990,16,0.00246571120357528,16,0.00246571120357528,16
"78",3,"Latin America","Colombia",57,2010,6,"antioquia","argelia","municipality",5055,"social party of national unity",102,"juan manuel santos calderón",-990,-990,-990,-990,-990,-990,-990,-990,-990,6505,6489,16,-990,2640,0.406842348589921,2640,0.406842348589921,16
"79",3,"Latin America","Colombia",57,2010,6,"antioquia","armenia","municipality",5059,"green alliance",158,"antanas mockus",-990,-990,-990,-990,-990,-990,-990,-990,-990,109134,109108,26,-990,159,0.00145727169410126,159,0.00145727169410126,30
"80",3,"Latin America","Colombia",57,2010,6,"antioquia","armenia","municipality",5059,"-990",4999,"blank",-990,-990,-990,-990,-990,-990,-990,-990,-990,109134,109108,26,-990,90,0.000824870770245995,90,0.000824870770245995,30
"81",3,"Latin America","Colombia",57,2010,6,"antioquia","armenia","municipality",5059,"social party of national unity",102,"juan manuel santos calderón",-990,-990,-990,-990,-990,-990,-990,-990,-990,109134,109108,26,-990,1239,0.0113557209370532,1239,0.0113557209370532,30
"82",3,"Latin America","Colombia",57,2010,6,"antioquia","barbosa","municipality",5079,"green alliance",158,"antanas mockus",-990,-990,-990,-990,-990,-990,-990,-990,-990,22514,22454,60,-990,3210,0.142958938273804,3210,0.142958938273804,317
"83",3,"Latin America","Colombia",57,2010,6,"antioquia","barbosa","municipality",5079,"-990",4999,"blank",-990,-990,-990,-990,-990,-990,-990,-990,-990,22514,22454,60,-990,394,0.0175469849470028,394,0.0175469849470028,317
"84",3,"Latin America","Colombia",57,2010,6,"antioquia","barbosa","municipality",5079,"social party of national unity",102,"juan manuel santos calderón",-990,-990,-990,-990,-990,-990,-990,-990,-990,22514,22454,60,-990,9321,0.415115346931504,9321,0.415115346931504,317
"85",3,"Latin America","Colombia",57,2010,6,"antioquia","belmira","municipality",5086,"green alliance",158,"antanas mockus",-990,-990,-990,-990,-990,-990,-990,-990,-990,1765,1753,12,-990,305,0.173987450085568,305,0.173987450085568,31
"86",3,"Latin America","Colombia",57,2010,6,"antioquia","belmira","municipality",5086,"-990",4999,"blank",-990,-990,-990,-990,-990,-990,-990,-990,-990,1765,1753,12,-990,80,0.0456360524814604,80,0.0456360524814604,31
"87",3,"Latin America","Colombia",57,2010,6,"antioquia","belmira","municipality",5086,"social party of national unity",102,"juan manuel santos calderón",-990,-990,-990,-990,-990,-990,-990,-990,-990,1765,1753,12,-990,1337,0.762692527096406,1337,0.762692527096406,31
"88",3,"Latin America","Colombia",57,2010,6,"antioquia","bello","municipality",5088,"green alliance",158,"antanas mockus",-990,-990,-990,-990,-990,-990,-990,-990,-990,125933,125622,311,-990,37131,0.295577207813918,37131,0.295577207813918,3500
"89",3,"Latin America","Colombia",57,2010,6,"antioquia","bello","municipality",5088,"-990",4999,"blank",-990,-990,-990,-990,-990,-990,-990,-990,-990,125933,125622,311,-990,6043,0.0481046313543806,6043,0.0481046313543806,3500
"90",3,"Latin America","Colombia",57,2010,6,"antioquia","bello","municipality",5088,"social party of national unity",102,"juan manuel santos calderón",-990,-990,-990,-990,-990,-990,-990,-990,-990,125933,125622,311,-990,78948,0.628456798968334,78948,0.628456798968334,3500
"91",3,"Latin America","Colombia",57,2010,6,"antioquia","betania","municipality",5091,"green alliance",158,"antanas mockus",-990,-990,-990,-990,-990,-990,-990,-990,-990,3134,3115,19,-990,229,0.0735152487961477,229,0.0735152487961477,30
"92",3,"Latin America","Colombia",57,2010,6,"antioquia","betania","municipality",5091,"-990",4999,"blank",-990,-990,-990,-990,-990,-990,-990,-990,-990,3134,3115,19,-990,63,0.0202247191011236,63,0.0202247191011236,30
"93",3,"Latin America","Colombia",57,2010,6,"antioquia","betania","municipality",5091,"social party of national unity",102,"juan manuel santos calderón",-990,-990,-990,-990,-990,-990,-990,-990,-990,3134,3115,19,-990,2793,0.896629213483146,2793,0.896629213483146,30
"94",3,"Latin America","Colombia",57,2010,6,"antioquia","betulia","municipality",5093,"green alliance",158,"antanas mockus",-990,-990,-990,-990,-990,-990,-990,-990,-990,6720,6699,21,-990,223,0.0332885505299298,223,0.0332885505299298,50
"95",3,"Latin America","Colombia",57,2010,6,"antioquia","betulia","municipality",5093,"-990",4999,"blank",-990,-990,-990,-990,-990,-990,-990,-990,-990,6720,6699,21,-990,96,0.0143304970891178,96,0.0143304970891178,50
"96",3,"Latin America","Colombia",57,2010,6,"antioquia","betulia","municipality",5093,"social party of national unity",102,"juan manuel santos calderón",-990,-990,-990,-990,-990,-990,-990,-990,-990,6720,6699,21,-990,4854,0.724585759068518,4854,0.724585759068518,50
"97",3,"Latin America","Colombia",57,2010,6,"antioquia","bolivar","municipality",5101,"green alliance",158,"antanas mockus",-990,-990,-990,-990,-990,-990,-990,-990,-990,26786,26749,37,-990,892,0.0333470410108789,892,0.0333470410108789,79
"98",3,"Latin America","Colombia",57,2010,6,"antioquia","bolivar","municipality",5101,"-990",4999,"blank",-990,-990,-990,-990,-990,-990,-990,-990,-990,26786,26749,37,-990,318,0.0118882948895286,318,0.0118882948895286,79
"99",3,"Latin America","Colombia",57,2010,6,"antioquia","bolivar","municipality",5101,"social party of national unity",102,"juan manuel santos calderón",-990,-990,-990,-990,-990,-990,-990,-990,-990,26786,26749,37,-990,7461,0.27892631500243,7461,0.27892631500243,79
"100",3,"Latin America","Colombia",57,2010,6,"antioquia","briceno","municipality",5107,"green alliance",158,"antanas mockus",-990,-990,-990,-990,-990,-990,-990,-990,-990,1970,1956,14,-990,274,0.140081799591002,274,0.140081799591002,16
"101",3,"Latin America","Colombia",57,2010,6,"antioquia","briceno","municipality",5107,"-990",4999,"blank",-990,-990,-990,-990,-990,-990,-990,-990,-990,1970,1956,14,-990,59,0.0301635991820041,59,0.0301635991820041,16
"102",3,"Latin America","Colombia",57,2010,6,"antioquia","briceno","municipality",5107,"social party of national unity",102,"juan manuel santos calderón",-990,-990,-990,-990,-990,-990,-990,-990,-990,1970,1956,14,-990,578,0.295501022494888,578,0.295501022494888,16
"103",3,"Latin America","Colombia",57,2010,6,"antioquia","buritica","municipality",5113,"green alliance",158,"antanas mockus",-990,-990,-990,-990,-990,-990,-990,-990,-990,1868,1843,25,-990,156,0.0846446011937059,156,0.0846446011937059,18
"104",3,"Latin America","Colombia",57,2010,6,"antioquia","buritica","municipality",5113,"-990",4999,"blank",-990,-990,-990,-990,-990,-990,-990,-990,-990,1868,1843,25,-990,78,0.042322300596853,78,0.042322300596853,18
"105",3,"Latin America","Colombia",57,2010,6,"antioquia","buritica","municipality",5113,"social party of national unity",102,"juan manuel santos calderón",-990,-990,-990,-990,-990,-990,-990,-990,-990,1868,1843,25,-990,1591,0.863266413456321,1591,0.863266413456321,18
"106",3,"Latin America","Colombia",57,2010,6,"antioquia","caceres","municipality",5120,"green alliance",158,"antanas mockus",-990,-990,-990,-990,-990,-990,-990,-990,-990,5484,5451,33,-990,2283,0.418822234452394,2283,0.418822234452394,67
"107",3,"Latin America","Colombia",57,2010,6,"antioquia","caceres","municipality",5120,"-990",4999,"blank",-990,-990,-990,-990,-990,-990,-990,-990,-990,5484,5451,33,-990,117,0.0214639515685195,117,0.0214639515685195,67
"108",3,"Latin America","Colombia",57,2010,6,"antioquia","caceres","municipality",5120,"social party of national unity",102,"juan manuel santos calderón",-990,-990,-990,-990,-990,-990,-990,-990,-990,5484,5451,33,-990,2984,0.547422491286003,2984,0.547422491286003,67
"109",3,"Latin America","Colombia",57,2010,6,"antioquia","caicedo","municipality",5125,"green alliance",158,"antanas mockus",-990,-990,-990,-990,-990,-990,-990,-990,-990,2359,2301,58,-990,147,0.0638852672750978,147,0.0638852672750978,18
"110",3,"Latin America","Colombia",57,2010,6,"antioquia","caicedo","municipality",5125,"-990",4999,"blank",-990,-990,-990,-990,-990,-990,-990,-990,-990,2359,2301,58,-990,47,0.020425901781834,47,0.020425901781834,18
"111",3,"Latin America","Colombia",57,2010,6,"antioquia","caicedo","municipality",5125,"social party of national unity",102,"juan manuel santos calderón",-990,-990,-990,-990,-990,-990,-990,-990,-990,2359,2301,58,-990,2089,0.907866145154281,2089,0.907866145154281,18
"112",3,"Latin America","Colombia",57,2010,6,"antioquia","caldas","municipality",5129,"green alliance",158,"antanas mockus",-990,-990,-990,-990,-990,-990,-990,-990,-990,26990,26914,76,-990,7893,0.293267444452701,7893,0.293267444452701,971
"113",3,"Latin America","Colombia",57,2010,6,"antioquia","caldas","municipality",5129,"-990",4999,"blank",-990,-990,-990,-990,-990,-990,-990,-990,-990,26990,26914,76,-990,1359,0.050494166604741,1359,0.050494166604741,971
"114",3,"Latin America","Colombia",57,2010,6,"antioquia","caldas","municipality",5129,"social party of national unity",102,"juan manuel santos calderón",-990,-990,-990,-990,-990,-990,-990,-990,-990,26990,26914,76,-990,15193,0.564501746303039,15193,0.564501746303039,971
"115",3,"Latin America","Colombia",57,2010,6,"antioquia","campamento","municipality",5134,"green alliance",158,"antanas mockus",-990,-990,-990,-990,-990,-990,-990,-990,-990,937,935,2,-990,160,0.171122994652406,160,0.171122994652406,18
"116",3,"Latin America","Colombia",57,2010,6,"antioquia","campamento","municipality",5134,"-990",4999,"blank",-990,-990,-990,-990,-990,-990,-990,-990,-990,937,935,2,-990,23,0.0245989304812834,23,0.0245989304812834,18
